"id","名 称","名称カナ","所在地","電話","常勤薬剤師の人数","非常勤薬剤師の人数","常勤薬剤師数及び非常勤薬剤師数を常勤換算した数との合計数","前年の実施件数","前年（前年度）の患者数（延べ数）","前年の延件数","前年の実数"
"14230666","薬局マツモトキヨシ　古淵駅前店","ヤッキョクマツモトキヨシ　コブチエキマエテン","サガミハラシミナミクコブチ","042-750-2655","3","0","3.0","0","8144","0","0"
"14230682","さくら薬局横須賀米が浜店","サクラヤッキョクヨコスカヨネガハマテン","ヨコスカシヨネガハマドオリ","046-874-8573","4","19","4.2","6","21214","0","3"
"14230984","スギ薬局　平塚店","スギヤッキョクヒラツカテン","ヒラツカシヒラツカ","0463-73-6840","1","5","2.7","0","26671","191","22"
"14230992","サトノ薬局","サトノヤッキョク","チガサキシワカマツチョウ","0467-55-9348","1","2","2","0","7455","110","0"
"14231018","クリエイト薬局　厚木妻田店","クリエイトヤッキョクアツギツマダテン","アツギシツマダキタ","046-294-1681","4","5","4","0","9934","0","38"
"14231026","調剤薬局ツルハドラッグ南林間駅前店","チョウザイヤッキョクツルハドラッグミナミリンカンエキマエテン","ヤマトシリンカン２－１－１　ミナミリンカンリバゲイン１カイ","046-271-7268","1","1","1.5","0","2973","0","0"
"14231034","まごころ薬局","マゴコロヤッキョク","ヤマトシチュウオウリンカン","046-240-6795","1","1","1.2","0","5155","0","0"
"14231042","クリエイト薬局青葉あざみ野店","クリエイトヤッキョクアオバアザミノテン","ヨコハマシアオバクシンイシカワ","045-909-1013","3","1","4","0","10083","57","0"
"14231050","ひばり薬局東神奈川西口店","ヒバリヤッキョクヒガシカナガワニシグチテン","ヨコハマシカナガワクニシカナガワ","045-594-6996","1","15","1.2","10","5901","30","13"
"14231069","さかえ薬局","サカエヤッキョク","ヨコハマシイズミクイズミチュウオウミナミ","045-410-9190","2","7","2","15","13751","1109","13"
"14231077","クリエイト薬局上永谷駅前店","クリエイトヤッキョクカミナガヤエキマエテン","ヨコハマシコウナンクマルヤマダイ","045-840-5605","5","0","5","0","16140","55","16"
"14231131","なの花薬局横浜本郷町店","ナノハナヤッキョク　ヨコハマホンゴウチョウテン","ヨコハマシナカクホンゴウチョウ","045-319-4161","2","10","12","2","10200","36","17"
"14231158","内田薬局二俣川駅前店","ウチダヤッキョクフタマタガワエキマエテン","ヨコハマシアサヒクフタマタガワ","045-465-4083","1","3","1.0","0","2823","0","10"
"14231166","コストコホールセール川崎倉庫店薬局","コストコホールセールカワサキソウコテンヤッキョク","カワサキシカワサキクイケガミシンチョウ","044-270-1152","6","0","6","0","2309","0","20"
"14231174","ドラッグセイムス南加瀬薬局","ドラッグセイムスミナミカセヤッキョク","カワサキシサイワイクミナミカセ","044-589-0612","1","2","1.2","4","5806","14","1"
"14231328","ヤマグチ薬局相模が丘店","ヤマグチヤッキョクサガミガオカテン","ザマシサガミガオカ","046-244-3034","1","6","2.0","0","7692","1","20"
"14231336","のぞみ薬局下末吉店","ノゾミヤッキョクシモスエヨシテン","ヨコハマシツルミクシモスエヨシ","045-716-9407","2","3","3.5","3","4200","100","1"
"14231344","クリエイト薬局川崎菅生店","クリエイトヤッキョクカワサキスガオテン","カワサキシミヤマエクスガオ","044-978-3651","6","0","6","0","20799","86","17"
"14231522","クリエイト薬局秦野平沢店","クリエイトヤッキョクハダノヒラサワテン","ハダノシヒラサワ","0463-81-5518","2","15","2.3","0","7230","0","1"
"14231557","イムノファーマシー分店","イムノファーマシーブンテン","ヨコハマシツルミクイチバフジミチョウ","045-642-6600","1","3","4","0","4830","0","0"
"14231565","セントラル薬局　溝の口不動","セントラルヤッキョクミゾノクチフドウ","カワサキシタカツクシモサクノベ","044-271-7195","9","12","15","3","17361","9999","999"
"14231573","ゼネラル薬局　相模原店","ゼネラルヤッキョクサガミハラテン","サガミハラシチュウオウクサガミハラ","042-704-8167","1","0","1","1","2359","0","1"
"14231581","ヤマグチ薬局橋本７丁目店","ヤマグチヤッキョクハシモトナナチョウメテン","サガミハラシミドリクハシモト","042-700-6322","4","3","5.9","0","22561","0","450"
"14231700","逗子マリン薬局","ズシマリンヤッキョク","ズシシサクラヤマ","046-876-9400","1","3","2.0","1","8612","18","17"
"14231719","調剤薬局ツルハドラッグ大和駅前店","チョウザイヤッキョクツルハドラッグヤマトエキマエテン","ヤマトシヤマトヒガシ１－２－１ヤマトスカイビル１Ｆ","046-265-3268","5","1","6","0","17066","0","0"
"14231727","プラチナ薬局　高座渋谷店","プラチナヤッキョクコウザシブヤテン","ヤマトシシブヤナナチョウメニジュウサンバンチイチ","046-201-0337","2","0","2","2","12626","30","9"
"14231743","日本調剤金沢文庫薬局","ニホンチョウザイカナザワブンコヤッキョク","ヨコハマシカナザワクデイキ","045-780-5010","3","1","3.2","0","21647","141","493"
"14231751","エムエム薬局","エムエムヤッキョク","カワサキシカワサキクダイシエキマエ","044-200-4713","3","0","3","2","7775","23","12"
"14231760","ウエルシア薬局相模原田名店","ウエルシアヤッキョクサガミハラタナテン","サガミハラシチュウオウクタナ４７５７","042-764-0770","1","1","1.5","0","8392","0","0"
"14231778","めぐみ薬局上溝店","メグミヤッキョクカミミゾテン","サガミハラシチュウオウクカミミゾ３９５６－１","042-785-2795","3","2","3","2","10190","6780","5"
"14231786","オリーブ薬局米が浜店","オリーブヤッキョクヨネガハマテン","ヨコスカシヨネガハマドオリ","046-874-5200","3","5","2.8","1","3081","15","127"
"14231808","クリエイト薬局藤沢駅北口店","クリエイトヤッキョクフジサワエキキタグチテン","フジサワシフジサワ","0466-55-2321","2","9","2","0","6895","0","0"
"14232081","ひよこ薬局","ヒヨコヤッキョク","ヨコハマシミナミクグミョウジチョウ","045-731-2210","2","0","2","0","9375","12496","11"
"14232090","しんわ薬局　子安店","シンワヤッキョクコヤステン","ヨコハマシカナガワクナナシマチョウ","045-947-2137","1","11","2.0","0","5338","204","13"
"14232103","そうごう薬局　神奈川新町店","ソウゴウヤッキョク　カナガワシンマチテン","ヨコハマシカナガワクシンマチ","045-594-7951","1","0","1","4","2226","3","19"
"14232120","アクト調剤薬局","アクトチョウザイヤッキョク","ヨコハマシイソゴクモリ","045-352-7936","1","2","1.5","5","9628","0","3"
"14232146","クリエイト薬局川崎渡田店","クリエイトヤッキョクカワサキワタリダテン","カワサキシカワサキクワタリダ","044-328-6562","3","1","3.5","20","9854","0","10"
"14232170","日本調剤麻溝薬局","ニホンチョウザイアサミゾヤッキョク","サガミハラシミナミクアサミゾダイ","042-767-2521","8","17","7.9","3","42101","61","1"
"14232189","のぞみ薬局","ノゾミヤッキョク","ヨコスカシヤスウラチョウ","046-884-8626","2","2","3","0","5193","4845","24"
"14232197","かもめ団地内薬局","カモメダンチナイヤッキョク","ヨコスカシカモイ","046-845-9277","3","2","3.6","0","20125","62","0"
"14232200","なの花薬局辻堂店","ナノハナヤッキョクツジドウテン","フジサワシツジドウ","0466-90-3130","3","1","3.8","4","24397","13","28"
"14232529","くるみ薬局","クルミヤッキョク","ヒラツカシミナミハラ","0463-79-8803","1","1","1.5","0","5145","85","3"
"14232537","クリエイト薬局茅ヶ崎矢畑店","クリエイトヤッキョクチガサキヤバタテン","チガサキシヤバタ","0467-84-0081","2","1","1.7","0","11671","0","3"
"14232545","クリエイト薬局磯子丸山店","クリエイトヤッキョクイソゴマルヤマテン","ヨコハマシイソゴクマルヤマ","045-750-2757","5","0","5","0","16000","40","0"
"14232553","青葉楽天堂薬局","アオバラクテンドウヤッキョク","ヨコハマシアオバクイチガオチョウ","045-883-2998","1","2","1","0","10122","0","5"
"14232561","サカイヤ薬局　金沢泥亀店","サカイヤヤッキョク　カナザワデイキテン","ヨコハマシカナザワクデイキ","045-349-5025","4","2","4.5","0","15445","0","0"
"14232570","ドリーム薬局　新横浜店","ドリームヤッキョクシンヨコハマテン","ヨコハマシコウホククシノハラチョウ","045-834-7046","2","0","2.0","3","2224","73","13"
"14232596","アップル薬局　港南台店","アップルヤッキョク　コウナンダイテン","ヨコハマシサカエクカジガヤ","045-435-5601","2","2","2.5","0","18586","38","70"
"14232600","ひまわり薬局磯子店","ヒマワリヤッキョクイソゴテン","ヨコハマシイソゴクイソゴ","045-349-5736","3","1","3.0","1","22367","9","0"
"14232618","宮前たいら薬局","ミヤマエタイラヤッキョク","カワサキシミヤマエクタイラ","044-872-9741","1","1","1.1","0","21912","12","12"
"14232626","くろーばー薬局","クローバーヤッキョク","サガミハラシミドリクミカゲ","042-780-8525","3","0","0","1","20053","150","0"
"14232642","千種薬局北久里浜駅前店","チグサヤッキョクキタクリハマエキマエテン","ヨコスカシネギシチョウ","046-876-5333","3","1","3.2","0","20086","204","0"
"14232650","ハックドラッグ横浜磯子薬局","ハックドラッグヨコハマイソゴヤッキョク","ヨコハマシイソゴクイソゴ","045-750-0789","1","2","1.2","0","6664","0","0"
"14233231","クリエイト薬局茅ヶ崎東海岸北店","クリエイトヤッキョクチガサキヒガシカイガンキタテン","チガサキシヒガシカイガンキタ","0467-84-0024","6","0","0","0","23987","113","8"
"14233240","スギ薬局　秦野平沢店","スギヤッキョクハタノヒラサワテン","ハダノシヒラサワ","0463-79-8440","1","1","1","0","3600","0","0"
"14233258","アイ厚木薬局","アイアツギヤッキョク","アツギシナカチョウ","046-204-7472","3","0","3","0","17117","0","0"
"14233266","アイ薬局中津店","アイヤッキョクアカツテン","アイコウグンアイカワマチナカツ","046-280-6971","2","2","3","0","15600","0","0"
"14233282","スギ薬局　いずみ野駅前店","スギヤッキョク　イズミノエキマエテン","ヨコハマシイズミクイズミチョウ","045-435-5514","3","1","1.3","0","18941","12","0"
"14233290","ランド薬局","ランドヤッキョク","カワサキシカワサキクエキマエホンチョウ","044-201-6272","1","5","3","0","25172","0","7"
"14233304","薬樹薬局　宮前平","ヤクジュヤッキョク　ミヤマエダイラ","カワサキシミヤマエクコダイ","044-862-6590","3","8","3.8","1","19583","126","100"
"14233312","クリエイト薬局京王若葉台駅前店","クリエイトヤッキョクケイオウワカバダイエキマエテン","カワサキシアサオククロカワ","044-981-5071","2","4","2","0","4628","0","0"
"14233339","矢野調剤薬局メディカル・ステーションサイド稲田堤店","ヤノチョウザイヤッキョクメディカルステーションサイドイナダヅツミテン","カワサキシタマクスゲイナダヅツミ１－１７－２８－１０１","044-948-1081","4","3","5.0","5","23030","1744","3"
"14233347","アイン薬局　六会日大前店","アインヤッキョクムツアイニチダイマエテン","フジサワシカメイノ","0466-47-7840","1","1","1.8","0","12320","154","22"
"14233355","調剤薬局ツルハドラッグ善行駅前店","チョウザイヤッキョクツルハドラッグゼンギョウエキマエテン","フジサワシゼンギョウ１－２５－１　ロイヤル２ビル１Ｆ","0466-80-5551","2","1","2.2","0","10254","0","0"
"14233665","湘南ひまわり薬局","ショウナンヒマワリヤッキョク","チガサキシサイワイチョウ６－１６－１０１","0467-83-9383","1","5","1.8","0","2046","8","1"
"14233673","マリン薬局円蔵店","マリンヤッキョクエンゾウテン","チガサキシエンゾウ","0467-84-8161","1","1","2","0","5672","0","0"
"14233681","はなまる薬局","ハナマルヤッキョク","ザマシソウブダイ","046-206-4004","1","2","1.9","0","12633","0","2"
"14233690","まごころ薬局下鶴間店","マゴコロヤッキョクシモツルマテン","ヤマトシチュウオウリンカン","046-240-7590","2","2","2.5","3","13421","1680","20"
"14233703","小菅ヶ谷薬局","コスガヤヤッキョク","ヨコハマシサカエクコスガヤ","045-435-5126","1","15","1.2","0","12062","1","2"
"14233711","クリエイト薬局金沢柴町店","クリエイトヤッキョクカナザワシバマチテン","ヨコハマシカナザワクシバマチ","045-780-3822","7","0","7","0","23624","3773","12"
"14233720","徳永薬局　綱島店","トクナガヤッキョクツナシマテン","ヨコハマシコウホククツナシマニシ","045-947-3566","1","13","5.1","1","30501","1646","10"
"14233746","クレア調剤薬局","クレアチョウザイヤッキョク","ヨコハマシカナザワクトミオカニシ","045-352-7779","2","2","2.5","0","7835","0","4"
"14233762","アイセイ薬局元住吉店","アイセイヤッキョクモトスミヨシテン","カワサキシナカハラクキヅキスミヨシチョウ","044-430-1051","2","4","4.4","0","16809","6","13"
"14233797","みらいず薬局","ミライズヤッキョク","カワサキシミヤマエクミヤザキ","044-982-1234","2","6","3.4","0","17388","65","25"
"14233878","アイ新戸薬局","アイシンドヤッキョク","サガミハラシミナミクシンド","046-259-7909","1","1","1.5","3","8329","0","245"
"14233894","たから薬局城山店","タカラヤッキョク　シロヤマテン","サガミハラシミドリクカワシリ","042-851-2206","2","2","3.5","4","2757","26","63"
"14233908","久里浜駅前薬局","クリハマエキマエヤッキョク","ヨコスカシクリハマ","046-884-8593","1","2","2","0","7445","0","0"
"14233924","クリエイト薬局藤沢石川店","クリエイトヤッキョクフジサワイシカワテン","フジサワシイシカワ","0466-86-9750","1","3","1.2","0","3401","0","1"
"14234068","アイン薬局　伊勢原店","アインヤッキョク　イセハラテン","イセハラシタナカ","0463-72-8010","2","1","2.5","0","6792","0","0"
"14234076","なかよし薬局　みらいが丘店","ナカヨシヤッキョク　ミライガオカテン","イセハラシタカモリ","0463-96-5333","1","2","1.5","0","7612","60","4"
"14234084","アクア薬局","アクアヤッキョク","ハダノシツルマキキタ","0463-86-6297","2","1","3.0","0","0","0","12"
"14234092","クリエイト薬局小田原高田柳町店","クリエイトヤッキョクオダワラタカタヤナギチョウテン","オダワラシタカタ","0465-41-2070","5","14","12.4","0","29233","29","7"
"14234106","あおば薬局　海老名本郷店","アオバヤッキョク　エビナホンゴウテン","エビナシホンゴウ","046-204-7082","1","6","2.0","1","5503","0","10"
"14234114","ウエルシア薬局海老名東柏ケ谷店","ウエルシアヤッキョクエビナヒガシカシワガヤテン","エビナシヒガシカシワガヤ","046-292-1851","1","9","5.1","0","3529","0","1"
"14234122","いずみ台薬局","イズミダイヤッキョク","ヨコハマシイズミクイズミチョウ","045-410-7766","3","2","4","0","2216","2554","0"
"14234130","ハックドラッグ洋光台調剤薬局２","ハックドラッグヨウコウダイチョウザイヤッキョクツー","ヨコハマシイソゴクヨウコウダイ","045-830-5589","3","0","3.0","2","6775","5062","999"
"14234149","スギ薬局　新橋町店","スギヤッキョク　シンバシチョウテン","ヨコハマシイズミクシンバシチョウ","08047164138","4","0","4","0","10723","223","24"
"14234157","えがお薬局　長津田店","エガオヤッキョク　ナガツタテン","ヨコハマシミドリクナガツタ","045-988-8867","5","0","5","0","9374","0","12"
"14234173","マルフジ鶴見薬局駅前店","マルフジツルミヤッキョクエキマエテン","ヨコスカシフナコシチョウ５－４－４","046-874-6696","2","0","2","","1440","",""
"14234181","ウエルシア薬局藤沢柄沢店","ウエルシアヤッキョクフジサワカラサワテン","フジサワシカラサワ","0466-54-5752","1","1","1","2","1634","0","68"
"14234190","ハックドラッグ鎌倉調剤薬局","ハックドラッグカマクラチョウザイヤッキョク","カマクラシコマチ","0467-61-1789","3","4","5","2","18662","1733","30"
"14234203","共創未来湘南岡本薬局","キョウソウミライショウナンオカモト","カマクラシオカモト","0467-55-9851","7","4","10","2","51291","150","8"
"14234211","共創未来　由比ヶ浜薬局","キョウソウミライ　ユイガハマヤッキョク","カマクラシユイガハマ２－６－２０　ダイ２タナカビル","0467-38-8651","1","2","2.0","0","8912","0","0"
"14234220","調剤薬局ツルハドラッグ中山店","チョウザイヤッキョクツルハドラッグナカヤマテン","ヨコハマシミドリクダイムラチョウ３５０　ヤジマビル１カイ","045-931-1268","3","1","3.6","0","11330","0","0"
"14234238","癒しの森薬局","イヤシノモリヤッキョク","ヨコハマシコウナンクコウナンダイ","045-367-9740","2","1","2.5","0","14391","1","0"
"14234246","薬局わかば並木","ヤッキョクワカバ　ナミキ","ヨコハマシカナザワクナミキ","045-349-4497","5","1","5.3","3","29500","1722","70"
"14234254","ローソンクオール薬局港北新横浜二丁目店","ローソンクオールヤッキョクコウホクシンヨコハマニチョウメテン","ヨコハマシコウホククシンヨコハマ","045-620-7233","1","7","1.2","0","1293","0","4"
"14234262","みらい薬局武蔵小杉店","ミライヤッキョクムサシコスギテン","カワサキシナカハラクコスギマチ","044-712-5540","4","1","4.2","0","21530","0","32"
"14234270","丈夫屋メディカル薬局高津店","ジョウブヤメディカルヤッキョクタカツテン","カワサキシタカツクフタゴ","044-322-8550","1","1","1.4","0","2650","511","24"
"14234289","クリエイト薬局藤沢片瀬店","クリエイトヤッキョクフジサワカタセテン","フジサワシカタセ","0466-55-5133","2","2","3.4","0","11887","12","9"
"14234297","善行おおぞら薬局","ゼンギョウオオゾラヤッキョク","フジサワシゼンギョウ","0466-90-5763","1","5","2.4","0","7594","0","0"
"14234831","大井町調剤薬局","オオイマチチョウザイヤッキョク","アシガラカミグンオオイマチカミオオイ","0465-82-1122","1","2","1.3","0","5999","1185","0"
"14234840","たかたみ薬局","タカタミヤッキョク","アツギシタムラチョウ","046-204-9858","1","1","1.0","0","3788","1675","0"
"14234858","ヴィーナス薬局","ヴィーナスヤッキョク","ヤマトシミナミリンカン","046-219-5557","1","0","1","0","50","0","0"
"14234866","川和マリン薬局","カワワマリンヤッキョク","ヨコハマシツヅキクカワワチョウ","045-509-1941","1","3","1.8","0","823","0","0"
"14234874","福寿草薬局横浜関内店","フクジュソウヤッキョクヨコハマカンナイテン","ヨコハマシナカクフクトミチョウヒガシドオリ","045-315-5480","4","5","5","2","17636","2408","8"
"14234882","そうごう薬局　高田駅前店","ソウゴウヤッキョク　タカタエキマエテン","ヨコハマシコウホククタカタヒガシ","045-716-8411","2","5","2.5","48","24700","45","72"
"14234890","カシワバ薬局　馬車道店","カシワバヤッキョク　バシャミチテン","ヨコハマシナカクオノエチョウ","045-305-6811","2","1","2.3","0","14035","0","5"
"14234904","鷺沼きりん薬局","サギヌマキリンヤッキョク","カワサキシミヤマエクサギヌマ","044-888-1193","1","2","1.9","0","6737","0","0"
"14235110","クリエイト薬局秦野寿町店","クリエイトヤッキョクハダノコトブキチョウテン","ハダノシコトブキチョウ","0463-80-3131","2","2","2.4","0","8550","12","10"
"14235129","クリエイト薬局座間ひばりが丘店","クリエイトヤッキョクザマヒバリガオカテン","ザマシヒバリガオカ","046-266-5025","1","7","1.2","0","5073","0","0"
"14235161","調剤薬局　はっせんどう","チョウザイヤッキョク　ハッセンドウ","サガミハラシミナミクコブチ","042-758-8003","1","3","1.9","0","5484","112","0"
"14235455","ウエルシア薬局平塚八重咲店","ウエルシアヤッキョクヒラツカヤエザキテン","ヒラツカシヤエザキチョウ","0463-27-1280","1","3","4","0","7944","0","4"
"14235471","やまと東薬局","ヤマトヒガシヤッキョク","ヤマトシヤマトヒガシ","046-206-5371","1","10","3.3","2","22225","1792","3"
"14235480","あやめ薬局","アヤメヤッキョク","ヨコハマシニシクタカシマ","045-620-2577","1","1","1","0","4937","30","1"
"14235498","ウエルシア薬局瀬谷三ツ境店","ウエルシアヤッキョクセヤミツキョウテン","ヨコハマシセヤクフタツバシチョウ２０５","045-360-3620","3","9","5.4","0","5865","18","3"
"14235501","大信薬局南幸町店","タイシンヤッキョクミナミサイワイチョウテン","カワサキシサイワイクミナミサイワイチョウ２－２１－７","044-589-3380","1","0","1","0","2025","0","2"
"14235510","ローズ薬局","ローズヤッキョク","サガミハラシチュウオウクカヌマダイ","042-704-9745","2","1","2.3","1","8362","0","68"
"14235528","あけぼの薬局　湘南台店","アケボノヤッキョク　ショウナンダイテン","フジサワシショウナンダイ","0466-41-4189","4","4","5.2","0","29774","23","28"
"14235536","亀井野薬局","カメイノヤッキョク","フジサワシカメイノ","0466-53-7585","1","1","1.5","0","9000","11","0"
"14235765","クリエイト薬局平塚根坂間店","クリエイトヤッキョクヒラツカナザカマテン","ヒラツカシネザカマ","0463-37-3585","5","0","5","12","23672","82","43"
"14235773","薬局マツモトキヨシ　小田原駅東口店","ヤッキョクマツモトキヨシオダワラエキヒガシグチテン","オダワラシサカエチョウ","0465-20-2218","2","0","2.0","0","6501","0","0"
"14235781","ひとみ薬局海老名店","ヒトミヤッキョク　エビナテン","エビナシシモイマイズミ","046-236-6022","4","1","4","1","18131","54","54"
"14235790","アイン薬局　藤沢店","アインヤッキョクフジサワテン","フジサワシフジサワ","0466-53-9661","4","0","3","3","4002","679","3"
"14235803","クローバー薬局早川城山店","クローバーヤッキョクハヤカワシロヤマテン","アヤセシハヤカワシロヤマ","0467-81-3134","1","2","2.5","0","5255","0","0"
"14235820","日本調剤大正薬局","ニホンチョウザイタイショウヤッキョク","ヨコハマシトツカクハラジュク","045-858-5611","2","1","0","3","18171","82","31"
"14235846","薬樹薬局鶴ヶ峰２丁目店","ヤクジュヤッキョク　ツルガミネ２チョウメテン","ヨコハマシアサヒク","045-370-5232","4","7","4.2","1","19937","15","12"
"14235854","秋本薬局横浜西口４号店","アキモトヤッキョクヨコハマニシグチヨンゴウテン","ヨコハマシニシクミナミサイワイ","045-412-6333","3","6","3.5","1","21818","0","0"
"14235862","ウイン調剤薬局　横浜西口店","ウインチョウザイヤッキョク　ヨコハマニシグチテン","ヨコハマシニシクキタサイワイ　ニッソウ　ダイ","045-548-6770","2","0","2","0","12160","0","0"
"14235960","さくら薬局　新藤が丘店","サクラヤッキョク　シンフジガオカテン","ヨコハマシアオバクフジガオカ","045-530-3655","3","3","4","13","14226","15","21"
"14235986","調剤薬局ニコラ","チョウザイヤッキョクニコラ","ヨコハマシカナガワクコヤスドオリ","045-440-2887","1","2","1.5","0","4287","168","0"
"14236001","潮見台薬局","シオミダイヤッキョク","カワサキシミヤマエクシオミダイ","044-978-0189","1","8","2.6","1","5101","158","6"
"14236010","クリエイト薬局鎌倉材木座店","クリエイトヤッキョクカマクラザイモクザテン","カマクラシザイモクザ","0467-60-4341","4","7","4.0","4","19647","271","9"
"14236249","メディスンショップ平塚北口薬局","メディスンショップヒラツカキタグチヤッキョク","ヒラツカシミヤノマエ","0463-59-9596","4","0","4","1","16476","167","7"
"14236273","薬樹薬局宮前平２号店","ヤクジュヤッキョクミヤマエダイラニゴウテン","カワサキシミヤマエクコダイ","044-870-8925","5","11","5.0","1","26308","293","49"
"14236281","薬局マツモトキヨシ武蔵小杉駅北口店","ヤッキョクマツモトキヨシムサシコスギエキキタグチテン","カワサキシナカハラクコスギマチ","044-733-1353","4","2","4.4","0","11634","0","0"
"14236290","港町薬局","ミナトチョウヤッキョク","カワサキシカワサキクミナトチョウ","044-201-7812","1","3","2","1","8494","1","12"
"14236583","日本調剤たまプラーザ薬局","ニホンチョウザイタマプラーザヤッキョク","ヨコハマシアオバクシンイシカワ","045-910-3031","1","7","5.4","5","42031","17","100"
"14236591","加藤薬局横浜駅西口店","カトウヤッキョクヨコハマエキニシグチテン","ヨコハマシニシクキタサイワイ","045-548-5118","3","1","3.8","1","16918","12","13"
"14236613","さくら薬局　横浜新井町店","サクラヤッキョク　ヨコハマアライチョウテン","ヨコハマシホドガヤクアライマチ","045-465-4432","2","26","2.8","0","24712","73","0"
"14236621","クリエイト薬局横浜西菅田店","クリエイトヤッキョクヨコハマニシスゲタテン","ヨコハマシカナガワクスゲタチョウ","045-477-5833","7","0","7","0","16615","657","44"
"14236630","セントラル薬局溝口宮の下","セントラルヤッキョクミゾノクチミヤノシタ","カワサキシタカツクカミサクノベ５３９－５","044-948-6230","15","8","19","1","29603","9999","999"
"14236656","東城薬局藤沢店","トウジョウヤッキョクフジサワテン","フジサワシニシマタノ","0466-41-9036","1","2","2.5","0","16047","0","0"
"14236664","ポプラ薬局辻堂店","ポプラヤッキョクツジドウテン","フジサワシツジドウカンダイ","0466-31-0777","3","0","3.0","0","15183","0","0"
"14236672","りぼん薬局","リボンヤッキョク","ミナミアシガラシヌマタ　クニミビル","0465-43-9145","2","0","2","3","16724","75","75"
"14236680","きく薬局松林店","キクヤッキョクショウリンテン","チガサキシヒシヌマ","0467-40-4105","2","5","2.2","0","10892","25","0"
"14236699","まんぼう薬局","マンボウヤッキョク","アツギシナカチョウ","046-221-1193","2","0","2","0","10286","0","0"
"14236702","マロン薬局市ヶ尾店","マロンヤッキョクイチガオテン","ヨコハマシアオバクイチガオチョウ１０７５－１","045-972-6322","3","2","2.8","3","11540","12","15"
"14236710","クリエイト薬局霧が丘店","クリエイトヤッキョクキリガオカテン","ヨコハマシミドリクキリガオカ５－１－１４","045-924-6160","3","8","3","2","8945","38","7"
"14236737","ビオラ薬局","ビオラヤッキョク","ヨコハマシツヅキクスミレガオカ１３－６","045-620-0648","2","4","3","0","8479","1107","20"
"14236753","薬樹薬局上白根２号店","ヤクジュヤッキョクカミシラネ２ゴウテン","ヨコハマシアサヒクカミシラネ２－６６－２５","045-959-0213","3","3","4.0","1","19334","43","37"
"14236907","調剤薬局ツルハドラッグ横浜日ノ出町駅前店","チョウザイヤッキョクツルハドラッグヨコハマヒノデチョウエキマエテン","ヨコハマシナカクヒノデチョウ１－２００ヒノデサクアス１０３ゴウ","045-260-6269","3","0","3","0","8583","0","0"
"14236923","レジーナ薬局　横浜戸部店","レジーナヤッキョク　ヨコハマトベテン","ヨコハマシニシクゴショヤマチョウ７６","045-250-5858","2","1","2.6","0","3452","3733","0"
"14236931","ひばり薬局新川橋店","ヒバリヤッキョクシンカワバシテン","カワサキシカワサキクミナミマチ１６－２２ヒゴヤビル１０１","044-272-6396","2","10","2.4","0","20783","41","15"
"14236940","スミレ薬局","スミレヤッキョク","カワサキシタマクスゲキタウラ４－３－１","044-322-9190","1","4","2.5","0","14521","67","0"
"14236958","きりん薬局","キリンヤッキョク","ヨコスカシウラガ５－３－３","046-854-9777","3","1","4","2","15436","48","3"
"14236966","秦野薬局","ハダノヤッキョク","ハダノシソヤ３５１２－１グランドエンブレムハダノ１０１","0463-79-9591","3","2","4","0","6400","2900","20"
"14236982","クリエイト薬局茅ヶ崎円蔵店","クリエイトヤッキョクチガサキエンゾウテン","チガサキシエンゾウ２－１２－６","0467-55-6061","1","8","1.2","0","4954","0","0"
"14236990","さくら薬局　大和深見台店","サクラヤッキョク　ヤマトフカミダイテン","ヤマトシフカミダイ３－５－３０フカミダイレジデンスダイ２－Ａ","046-200-2271","3","19","3","0","16989","0","0"
"14237334","ヤマグチ薬局中津店","ヤマグチヤッキョクナカツテン","アイコウグンアイカワマチナカツ１７１８－１０","046-284-2611","1","5","2.0","0","6100","0","0"
"14237342","クリエイト薬局新鴨志田店","クリエイトヤッキョクシンカモシダテン","ヨコハマシアオバクカモシダチョウ５０４－８","045-960-4101","6","15","6.1","0","14580","193","69"
"14237830","ひばり薬局ラピス２号店","ヒバリヤッキョクラピスニゴウテン","ヨコハマシトツカクトツカチョウ","045-392-8624","3","1","2.5","0","16400","28","17"
"14237911","ＣＯＣＯ薬局　根岸店","ココヤッキョクネギシテン","ヨコハマシナカクネギシチョウ","045-305-6992","2","4","2.3","0","9600","0","30"
"14237920","薬局トモズ武蔵小杉店","ヤッキョクトモズムサシコスギテン","カワサキシナカハラクコスギマチ","044-819-7039","4","3","5.8","2","5965","24","7"
"14237938","アイセイ薬局梶ヶ谷店","アイセイヤッキョクカジガヤテン","カワサキシタカツクスエナガ","044-870-5051","7","0","5.5","12","43243","40","10"
"14237946","ウエルシア薬局相模原清新７丁目店","ウエルシアヤッキョクサガミハラセイシンナナチョウメテン","サガミハラシチュウオウクセイシン","042-786-0780","3","1","3","0","10307","0","23"
"14237970","れもん薬局相模が丘","レモンヤッキョクサガミガオカ","ザマシサガミガオカ","046-259-6259","1.0","2","1.3","0","6300","0","0"
"14237989","スマイル薬局大和駅前店","スマイルヤッキョクヤマトエキマエテン","ヤマトシチュウオウ","046-259-7421","4","4","3","6","10208","38","0"
"14238250","フタバ薬局菊名店","フタバヤッキョクキクナテン","ヨコハマシコウホククシノハラキタ","045-717-7457","1","3","3","0","9404","0","0"
"14238268","ひまわり調剤みゆき薬局","ヒマワリチョウザイミユキヤッキョク","カワサキシサイワイクミナミサイワイチョウ","044-201-1425","2","4","4.4","2","42883","179","2"
